paper_id,title,year,citation_count,reference_count,references
https://openalex.org/W2131350133,A short history of<i>SHELX</i>,2007,86979,52,"['https://openalex.org/W350147152', 'https://openalex.org/W614374080', 'https://openalex.org/W1700519873', 'https://openalex.org/W1710565104', 'https://openalex.org/W1975217371', 'https://openalex.org/W1983732912', 'https://openalex.org/W1984148863', 'https://openalex.org/W1985900951', 'https://openalex.org/W1987372363', 'https://openalex.org/W1988600322', 'https://openalex.org/W1990481506', 'https://openalex.org/W1994293788', 'https://openalex.org/W1996607909', 'https://openalex.org/W2002567724', 'https://openalex.org/W2007078356', 'https://openalex.org/W2012580598', 'https://openalex.org/W2013944709', 'https://openalex.org/W2020429677', 'https://openalex.org/W2020554517', 'https://openalex.org/W2024773580', 'https://openalex.org/W2026838767', 'https://openalex.org/W2040361001', 'https://openalex.org/W2042414107', 'https://openalex.org/W2052673849', 'https://openalex.org/W2053793885', 'https://openalex.org/W2056474830', 'https://openalex.org/W2056645482', 'https://openalex.org/W2058518141', 'https://openalex.org/W2059300055', 'https://openalex.org/W2060358264', 'https://openalex.org/W2074986801', 'https://openalex.org/W2075766719', 'https://openalex.org/W2079204867', 'https://openalex.org/W2080251085', 'https://openalex.org/W2082345507', 'https://openalex.org/W2084901640', 'https://openalex.org/W2088473658', 'https://openalex.org/W2094170522', 'https://openalex.org/W2110528762', 'https://openalex.org/W2128179591', 'https://openalex.org/W2128237241', 'https://openalex.org/W2130676953', 'https://openalex.org/W2135464698', 'https://openalex.org/W2144081223', 'https://openalex.org/W2148066840', 'https://openalex.org/W2156464749', 'https://openalex.org/W2166437627', 'https://openalex.org/W2168230343', 'https://openalex.org/W2168467894', 'https://openalex.org/W2333477209', 'https://openalex.org/W2478447331', 'https://openalex.org/W4252515869']"
https://openalex.org/W3118615836,The PRISMA 2020 statement: an updated guideline for reporting systematic reviews,2021,86832,79,"['https://openalex.org/W118549185', 'https://openalex.org/W246286872', 'https://openalex.org/W600840809', 'https://openalex.org/W1528251861', 'https://openalex.org/W1598602811', 'https://openalex.org/W1617328014', 'https://openalex.org/W1913246108', 'https://openalex.org/W1965104586', 'https://openalex.org/W2005501262', 'https://openalex.org/W2007872832', 'https://openalex.org/W2012107441', 'https://openalex.org/W2012932483', 'https://openalex.org/W2022190222', 'https://openalex.org/W2031720106', 'https://openalex.org/W2050118439', 'https://openalex.org/W2066896354', 'https://openalex.org/W2093038967', 'https://openalex.org/W2093152548', 'https://openalex.org/W2096266245', 'https://openalex.org/W2124445109', 'https://openalex.org/W2134833483', 'https://openalex.org/W2135572748', 'https://openalex.org/W2143681456', 'https://openalex.org/W2144032281', 'https://openalex.org/W2147469877', 'https://openalex.org/W2156098321', 'https://openalex.org/W2161374186', 'https://openalex.org/W2163661402', 'https://openalex.org/W2169205464', 'https://openalex.org/W2208053283', 'https://openalex.org/W2263572070', 'https://openalex.org/W2342064264', 'https://openalex.org/W2396846174', 'https://openalex.org/W2468996569', 'https://openalex.org/W2531269403', 'https://openalex.org/W2567362164', 'https://openalex.org/W2576440140', 'https://openalex.org/W2588681363', 'https://openalex.org/W2604568423', 'https://openalex.org/W2616456691', 'https://openalex.org/W2752872022', 'https://openalex.org/W2756578555', 'https://openalex.org/W2762974940', 'https://openalex.org/W2765905280', 'https://openalex.org/W2766439930', 'https://openalex.org/W2772564313', 'https://openalex.org/W2779588463', 'https://openalex.org/W2785704959', 'https://openalex.org/W2791681873', 'https://openalex.org/W2891378911', 'https://openalex.org/W2895713118', 'https://openalex.org/W2903923633', 'https://openalex.org/W2914938986', 'https://openalex.org/W2917632902', 'https://openalex.org/W2944160460', 'https://openalex.org/W2949899843', 'https://openalex.org/W2953559630', 'https://openalex.org/W2961191798', 'https://openalex.org/W2961682569', 'https://openalex.org/W2968088578', 'https://openalex.org/W2970684805', 'https://openalex.org/W2972152141', 'https://openalex.org/W2973875029', 'https://openalex.org/W2988223630', 'https://openalex.org/W2989672233', 'https://openalex.org/W2990648940', 'https://openalex.org/W2990790246', 'https://openalex.org/W2991792334', 'https://openalex.org/W3006856936', 'https://openalex.org/W3022903699', 'https://openalex.org/W3041430913', 'https://openalex.org/W3123497531', 'https://openalex.org/W3123893780', 'https://openalex.org/W3126226315', 'https://openalex.org/W3127164948', 'https://openalex.org/W3211002328', 'https://openalex.org/W4256513592', 'https://openalex.org/W4294215472', 'https://openalex.org/W4313371821']"
https://openalex.org/W1901129140,U-Net: Convolutional Networks for Biomedical Image Segmentation,2015,86416,13,"['https://openalex.org/W1677182931', 'https://openalex.org/W1686810756', 'https://openalex.org/W1893585201', 'https://openalex.org/W1903029394', 'https://openalex.org/W1948751323', 'https://openalex.org/W1969013163', 'https://openalex.org/W2106146968', 'https://openalex.org/W2141273399', 'https://openalex.org/W2147800946', 'https://openalex.org/W2148349024', 'https://openalex.org/W2155893237', 'https://openalex.org/W2163605009', 'https://openalex.org/W2167510172']"
https://openalex.org/W2314225431,Molecular cloning: A laboratory manual,1990,86156,0,[]
https://openalex.org/W4300870773,Statistical Power Analysis for the Behavioral Sciences,1989,83853,0,[]
https://openalex.org/W2156098321,Preferred reporting items for systematic reviews and meta-analyses: the PRISMA statement,2009,82874,57,"['https://openalex.org/W160580327', 'https://openalex.org/W1490605517', 'https://openalex.org/W1522513710', 'https://openalex.org/W1560778466', 'https://openalex.org/W1590137713', 'https://openalex.org/W1690786713', 'https://openalex.org/W1774591799', 'https://openalex.org/W1853602163', 'https://openalex.org/W1971186240', 'https://openalex.org/W1972054739', 'https://openalex.org/W1980300818', 'https://openalex.org/W1982260074', 'https://openalex.org/W1983540313', 'https://openalex.org/W2000442546', 'https://openalex.org/W2012932483', 'https://openalex.org/W2015421910', 'https://openalex.org/W2029163232', 'https://openalex.org/W2043759984', 'https://openalex.org/W2058084426', 'https://openalex.org/W2065267852', 'https://openalex.org/W2066896354', 'https://openalex.org/W2067550511', 'https://openalex.org/W2068694980', 'https://openalex.org/W2068769841', 'https://openalex.org/W2093211493', 'https://openalex.org/W2093579014', 'https://openalex.org/W2098631889', 'https://openalex.org/W2100729569', 'https://openalex.org/W2102487800', 'https://openalex.org/W2112505828', 'https://openalex.org/W2116810060', 'https://openalex.org/W2129303461', 'https://openalex.org/W2129829737', 'https://openalex.org/W2132161915', 'https://openalex.org/W2133774931', 'https://openalex.org/W2134833483', 'https://openalex.org/W2135010675', 'https://openalex.org/W2140521029', 'https://openalex.org/W2144086043', 'https://openalex.org/W2147581820', 'https://openalex.org/W2158379591', 'https://openalex.org/W2159096825', 'https://openalex.org/W2163839878', 'https://openalex.org/W2165010366', 'https://openalex.org/W2599076725', 'https://openalex.org/W2811157820', 'https://openalex.org/W2912597760', 'https://openalex.org/W2918689133', 'https://openalex.org/W2982712704', 'https://openalex.org/W2986772077', 'https://openalex.org/W3022903699', 'https://openalex.org/W4240149506', 'https://openalex.org/W4254160334', 'https://openalex.org/W4285719527', 'https://openalex.org/W6679206833', 'https://openalex.org/W7073935243', 'https://openalex.org/W7074072182']"
https://openalex.org/W1951724000,Fitting Linear Mixed-Effects Models Using <b>lme4</b>,2015,82689,48,"['https://openalex.org/W348255556', 'https://openalex.org/W1231265883', 'https://openalex.org/W1520511539', 'https://openalex.org/W1549371580', 'https://openalex.org/W1587094587', 'https://openalex.org/W1756240476', 'https://openalex.org/W1770100412', 'https://openalex.org/W1864722563', 'https://openalex.org/W1967282477', 'https://openalex.org/W1972790352', 'https://openalex.org/W1981457167', 'https://openalex.org/W1981747359', 'https://openalex.org/W1983955927', 'https://openalex.org/W1991769471', 'https://openalex.org/W2018089423', 'https://openalex.org/W2033623507', 'https://openalex.org/W2045656233', 'https://openalex.org/W2068047481', 'https://openalex.org/W2070779353', 'https://openalex.org/W2082246284', 'https://openalex.org/W2089024363', 'https://openalex.org/W2094761105', 'https://openalex.org/W2097879961', 'https://openalex.org/W2100128674', 'https://openalex.org/W2105208711', 'https://openalex.org/W2129731748', 'https://openalex.org/W2145147745', 'https://openalex.org/W2149719430', 'https://openalex.org/W2149851338', 'https://openalex.org/W2155382668', 'https://openalex.org/W2165693128', 'https://openalex.org/W2172199324', 'https://openalex.org/W2413573154', 'https://openalex.org/W2500756573', 'https://openalex.org/W2582743722', 'https://openalex.org/W2798510847', 'https://openalex.org/W3031689935', 'https://openalex.org/W3086315876', 'https://openalex.org/W4248681815', 'https://openalex.org/W4285719527', 'https://openalex.org/W4302067479', 'https://openalex.org/W4323359902', 'https://openalex.org/W4399526077', 'https://openalex.org/W4399568367', 'https://openalex.org/W4399638382', 'https://openalex.org/W4399638802', 'https://openalex.org/W6662203318', 'https://openalex.org/W7042992136']"
https://openalex.org/W2099697766,The theory of planned behavior,1991,82222,131,"['https://openalex.org/W24637300', 'https://openalex.org/W131469073', 'https://openalex.org/W171375216', 'https://openalex.org/W173977985', 'https://openalex.org/W568022756', 'https://openalex.org/W606251570', 'https://openalex.org/W627516473', 'https://openalex.org/W637988527', 'https://openalex.org/W945484573', 'https://openalex.org/W1490774257', 'https://openalex.org/W1491644571', 'https://openalex.org/W1512664624', 'https://openalex.org/W1517229207', 'https://openalex.org/W1518638857', 'https://openalex.org/W1522816386', 'https://openalex.org/W1524589575', 'https://openalex.org/W1539896512', 'https://openalex.org/W1598189411', 'https://openalex.org/W1707403986', 'https://openalex.org/W1787891958', 'https://openalex.org/W1807256883', 'https://openalex.org/W1826164527', 'https://openalex.org/W1933814166', 'https://openalex.org/W1970609724', 'https://openalex.org/W1971469686', 'https://openalex.org/W1974928328', 'https://openalex.org/W1976501219', 'https://openalex.org/W1981018178', 'https://openalex.org/W1982210139', 'https://openalex.org/W1984175981', 'https://openalex.org/W1984314602', 'https://openalex.org/W1989787460', 'https://openalex.org/W1993177750', 'https://openalex.org/W1996443718', 'https://openalex.org/W1996906380', 'https://openalex.org/W2010134734', 'https://openalex.org/W2013267907', 'https://openalex.org/W2014927996', 'https://openalex.org/W2018697112', 'https://openalex.org/W2021485904', 'https://openalex.org/W2029120965', 'https://openalex.org/W2031630383', 'https://openalex.org/W2036389121', 'https://openalex.org/W2044110885', 'https://openalex.org/W2045458992', 'https://openalex.org/W2052166427', 'https://openalex.org/W2054291424', 'https://openalex.org/W2054643262', 'https://openalex.org/W2055642223', 'https://openalex.org/W2056877099', 'https://openalex.org/W2057286267', 'https://openalex.org/W2057733567', 'https://openalex.org/W2057747990', 'https://openalex.org/W2058653372', 'https://openalex.org/W2059637860', 'https://openalex.org/W2062121040', 'https://openalex.org/W2065090143', 'https://openalex.org/W2066099296', 'https://openalex.org/W2066424242', 'https://openalex.org/W2067048476', 'https://openalex.org/W2068454991', 'https://openalex.org/W2068678418', 'https://openalex.org/W2069693337', 'https://openalex.org/W2070202550', 'https://openalex.org/W2072463427', 'https://openalex.org/W2073642042', 'https://openalex.org/W2076178096', 'https://openalex.org/W2080334910', 'https://openalex.org/W2081478514', 'https://openalex.org/W2093002426', 'https://openalex.org/W2094942945', 'https://openalex.org/W2098688395', 'https://openalex.org/W2100826189', 'https://openalex.org/W2103591548', 'https://openalex.org/W2111230857', 'https://openalex.org/W2112490664', 'https://openalex.org/W2115124322', 'https://openalex.org/W2125272611', 'https://openalex.org/W2131639346', 'https://openalex.org/W2137369627', 'https://openalex.org/W2137524541', 'https://openalex.org/W2141779274', 'https://openalex.org/W2143848304', 'https://openalex.org/W2149183258', 'https://openalex.org/W2150633520', 'https://openalex.org/W2159306398', 'https://openalex.org/W2160036433', 'https://openalex.org/W2169122989', 'https://openalex.org/W2171858457', 'https://openalex.org/W2179683524', 'https://openalex.org/W2313184880', 'https://openalex.org/W2314112549', 'https://openalex.org/W2317722949', 'https://openalex.org/W2331363976', 'https://openalex.org/W2331902193', 'https://openalex.org/W2399753970', 'https://openalex.org/W2416868893', 'https://openalex.org/W2480853801', 'https://openalex.org/W2483760790', 'https://openalex.org/W2501659236', 'https://openalex.org/W2541111766', 'https://openalex.org/W2579555219', 'https://openalex.org/W2606066388', 'https://openalex.org/W2888190061', 'https://openalex.org/W2896328440', 'https://openalex.org/W2914819888', 'https://openalex.org/W3081595353', 'https://openalex.org/W3142911934', 'https://openalex.org/W3205132255', 'https://openalex.org/W3216696244', 'https://openalex.org/W4213479414', 'https://openalex.org/W4231350433', 'https://openalex.org/W4238957338', 'https://openalex.org/W4240718341', 'https://openalex.org/W4242163094', 'https://openalex.org/W4255743073', 'https://openalex.org/W4256281973', 'https://openalex.org/W4285719527', 'https://openalex.org/W4292808503', 'https://openalex.org/W4293176859', 'https://openalex.org/W6605357963', 'https://openalex.org/W6607078717', 'https://openalex.org/W6624819770', 'https://openalex.org/W6631183451', 'https://openalex.org/W6632363340', 'https://openalex.org/W6640472564', 'https://openalex.org/W6721343992', 'https://openalex.org/W6724330795', 'https://openalex.org/W6802343708', 'https://openalex.org/W6804651190', 'https://openalex.org/W7073832199']"
https://openalex.org/W2919115771,Deep learning,2015,79195,53,"['https://openalex.org/W146900863', 'https://openalex.org/W170811313', 'https://openalex.org/W1487583988', 'https://openalex.org/W1498436455', 'https://openalex.org/W1514535095', 'https://openalex.org/W1573503290', 'https://openalex.org/W1752712236', 'https://openalex.org/W1970689298', 'https://openalex.org/W1978592082', 'https://openalex.org/W1993845689', 'https://openalex.org/W1993882792', 'https://openalex.org/W1999497791', 'https://openalex.org/W1999798000', 'https://openalex.org/W2022508996', 'https://openalex.org/W2025768430', 'https://openalex.org/W2064675550', 'https://openalex.org/W2072128103', 'https://openalex.org/W2074551195', 'https://openalex.org/W2085989895', 'https://openalex.org/W2088338354', 'https://openalex.org/W2091987367', 'https://openalex.org/W2095739681', 'https://openalex.org/W2098580305', 'https://openalex.org/W2100495367', 'https://openalex.org/W2107878631', 'https://openalex.org/W2108069432', 'https://openalex.org/W2111304802', 'https://openalex.org/W2112796928', 'https://openalex.org/W2116360511', 'https://openalex.org/W2117671523', 'https://openalex.org/W2120284346', 'https://openalex.org/W2120432001', 'https://openalex.org/W2121289914', 'https://openalex.org/W2136922672', 'https://openalex.org/W2144015117', 'https://openalex.org/W2144354855', 'https://openalex.org/W2145339207', 'https://openalex.org/W2146989110', 'https://openalex.org/W2157331557', 'https://openalex.org/W2158778629', 'https://openalex.org/W2160815625', 'https://openalex.org/W2163922914', 'https://openalex.org/W2166206801', 'https://openalex.org/W2169488311', 'https://openalex.org/W2169805405', 'https://openalex.org/W2800394774', 'https://openalex.org/W3139812727', 'https://openalex.org/W4232280717', 'https://openalex.org/W4249882522', 'https://openalex.org/W6630820455', 'https://openalex.org/W6674914833', 'https://openalex.org/W6683738474', 'https://openalex.org/W6743198006']"
https://openalex.org/W1995875735,A Mathematical Theory of Communication,1948,79113,0,[]
